Area,fid,X,Y,6year,10year,30year,100year,1000year
119,444,351161.7434,463978.4525,19.3,23,31.6,42.1,72.9
119,444,344473.4287,463757.6342,19.3,23,31.6,42.1,72.9
119,444,347893.2567,461655.3596,19.3,23,31.6,42.1,72.9
241,445,369008.0389,465989.2591,19.3,23,31.6,42.1,72.9
147,446,369021.2431,476477.6189,19.3,23,31.6,42.1,72.9
452,447,380288.9663,457183.9527,19.3,23,31.6,42.1,72.9
261,448,366937.2564,450061.0224,19.3,23,31.6,42.1,72.9
674,449,332445.7182,446655.8344,19.3,23,31.6,42.1,72.9
674,449,345982.7093,444114.4199,19.3,23,31.6,42.1,72.9
674,449,332329.2832,435910.3902,19.3,23,31.6,42.1,72.9
674,449,334083.9445,428723.0579,19.3,23,31.6,42.1,72.9
252,450,412837.4195,613120.6114,19.3,23,31.6,42.1,72.9
607,451,401939.6472,603905.0928,19.3,23,31.6,42.1,72.9
137,452,425041.1339,594626.3382,19.3,23,31.6,42.1,72.9
686,453,395050.2603,626669.6893,19.3,23,31.6,42.1,72.9
163,454,379499.7208,612483.5681,19.3,23,31.6,42.1,72.9
424,455,412035.1456,633057.1671,19.3,23,31.6,42.1,72.9
268,456,431813.4496,570009.0303,19.3,23,31.6,42.1,72.9
268,456,427747.8857,569652.6447,19.3,23,31.6,42.1,72.9
268,456,430809.4378,567467.1593,19.3,23,31.6,42.1,72.9
268,456,423527.6438,566309.2857,19.3,23,31.6,42.1,72.9
268,456,436961.6528,565151.4151,19.3,23,31.6,42.1,72.9
268,456,433556.4079,564086.5243,19.3,23,31.6,42.1,72.9
268,456,426565.095,562936.3052,19.3,23,31.6,42.1,72.9
268,456,426272.5233,561121.8001,19.3,23,31.6,42.1,72.9
258,457,407228.5793,563140.7453,19.3,23,31.6,42.1,72.9
266,458,404350.4502,552004.0567,19.3,23,31.6,42.1,72.9
266,458,410470.8076,551102.3671,19.3,23,31.6,42.1,72.9
38,459,394154.2536,565487.1305,19.3,23,31.6,42.1,72.9
337,460,408099.2425,587540.187,19.3,23,31.6,42.1,72.9
337,460,428059.4543,587057.3543,19.3,23,31.6,42.1,72.9
337,461,426135.9489,577178.0172,19.3,23,31.6,42.1,72.9
337,461,413936.4639,576852.575,19.3,23,31.6,42.1,72.9
102,462,430436.5964,581089.3364,19.3,23,31.6,42.1,72.9
102,462,429553.7928,574531.7913,19.3,23,31.6,42.1,72.9
102,462,434319.9638,572350.2728,19.3,23,31.6,42.1,72.9
314,463,356593.2822,542818.5169,19.3,23,31.6,42.1,72.9
400,464,346479.7157,519032.1344,19.3,23,31.6,42.1,72.9
685,465,370719.9205,516870.6373,19.3,23,31.6,42.1,72.9
256,466,339946.564,555832.364,19.3,23,31.6,42.1,72.9
256,466,336576.7249,539415.0637,19.3,23,31.6,42.1,72.9
170,467,346161.7961,539150.0457,19.3,23,31.6,42.1,72.9
356,468,359093.8389,566107.9349,19.3,23,31.6,42.1,72.9
329,469,348111.7433,581382.51,19.3,23,31.6,42.1,72.9
30,470,397008.0685,652643.4278,19.3,23,31.6,42.1,72.9
90,471,391793.0772,646532.6163,19.3,23,31.6,42.1,72.9
367,472,384564.326,637395.1483,19.3,23,31.6,42.1,72.9
98,473,333517.7665,565607.6509,19.3,23,31.6,42.1,72.9
229,474,350217.0057,573723.7687,19.3,23,31.6,42.1,72.9
94,475,339308.2456,572952.689,19.3,23,31.6,42.1,72.9
