fid,X,Y,6year,10year,30year,100year,1000year
298,408096.8268,425547.4416,34.8,39.4,50.8,65.4,106.7
249,443405.3076,425082.268,34.8,39.4,50.8,65.4,106.7
298,423607.2252,425102.0798,34.8,39.4,50.8,65.4,106.7
298,439130.9756,423131.3147,34.8,39.4,50.8,65.4,106.7
440,381856.2232,423253.8046,34.8,39.4,50.8,65.4,106.7
298,414027.7368,423435.6817,34.8,39.4,50.8,65.4,106.7
437,369312.9458,422429.3668,34.8,39.4,50.8,65.4,106.7
443,353896.2416,422344.5655,34.8,39.4,50.8,65.4,106.7
249,445871.3852,421866.8259,34.8,39.4,50.8,65.4,106.7
298,424405.5155,421102.1216,34.8,39.4,50.8,65.4,106.7
298,432802.5932,421052.3444,34.8,39.4,50.8,65.4,106.7
331,516198.532,417952.408,34.8,39.4,50.8,65.4,106.7
443,358254.6852,417556.9281,34.8,39.4,50.8,65.4,106.7
298,414002.2472,417216.8055,34.8,39.4,50.8,65.4,106.7
441,334043.9928,415943.0039,34.8,39.4,50.8,65.4,106.7
331,519513.8896,415172.0543,34.8,39.4,50.8,65.4,106.7
400,389166.7171,413181.8279,34.8,39.4,50.8,65.4,106.7
400,381478.0381,407539.3155,34.8,39.4,50.8,65.4,106.7
399,371510.2051,410014.4258,34.8,39.4,50.8,65.4,106.7
318,489742.3614,409878.0681,34.8,39.4,50.8,65.4,106.7
400,385024.8063,410180.6006,34.8,39.4,50.8,65.4,106.7
331,526099.4856,409010.9688,34.8,39.4,50.8,65.4,106.7
441,341239.5465,407598.5598,34.8,39.4,50.8,65.4,106.7
441,329569.4641,407338.9994,34.8,39.4,50.8,65.4,106.7
305,435412.4817,407010.7446,34.8,39.4,50.8,65.4,106.7
443,348336.9262,406371.2007,34.8,39.4,50.8,65.4,106.7
399,387126.4027,406091.9308,34.8,39.4,50.8,65.4,106.7
443,357005.8773,405260.9596,34.8,39.4,50.8,65.4,106.7
399,393034.7649,404577.2469,34.8,39.4,50.8,65.4,106.7
399,389886.2568,404651.6315,34.8,39.4,50.8,65.4,106.7
328,458958.1866,402196.0109,34.8,39.4,50.8,65.4,106.7
305,443468.3155,401049.6801,34.8,39.4,50.8,65.4,106.7
397,365519.3083,400317.852,34.8,39.4,50.8,65.4,106.7
398,393950.1524,399761.0333,34.8,39.4,50.8,65.4,106.7
403,357411.025,399765.4406,34.8,39.4,50.8,65.4,106.7
441,332131.5228,399015.7268,34.8,39.4,50.8,65.4,106.7
399,381246.2889,399408.5495,34.8,39.4,50.8,65.4,106.7
399,376367.2691,398599.1704,34.8,39.4,50.8,65.4,106.7
441,341887.6041,398621.4639,34.8,39.4,50.8,65.4,106.7
397,361750.2895,397791.6193,34.8,39.4,50.8,65.4,106.7
399,385618.2177,397187.3992,34.8,39.4,50.8,65.4,106.7
399,379546.551,396509.9562,34.8,39.4,50.8,65.4,106.7
441,334792.7392,397026.9365,34.8,39.4,50.8,65.4,106.7
398,395273.937,394995.987,34.8,39.4,50.8,65.4,106.7
399,375754.4706,395066.377,34.8,39.4,50.8,65.4,106.7
398,392169.9936,394983.1748,34.8,39.4,50.8,65.4,106.7
403,351323.3459,394711.4989,34.8,39.4,50.8,65.4,106.7
304,442755.0467,392761.6903,34.8,39.4,50.8,65.4,106.7
323,448123.3142,392462.4204,34.8,39.4,50.8,65.4,106.7
394,329047.2699,391447.9408,34.8,39.4,50.8,65.4,106.7
398,378360.7713,391527.0115,34.8,39.4,50.8,65.4,106.7
401,347877.745,391747.766,34.8,39.4,50.8,65.4,106.7
441,343892.0283,391301.709,34.8,39.4,50.8,65.4,106.7
441,339257.546,389885.34,34.8,39.4,50.8,65.4,106.7
398,389339.4933,389972.3432,34.8,39.4,50.8,65.4,106.7
324,482068.627,389992.273,34.8,39.4,50.8,65.4,106.7
398,382951.7094,387336.9188,34.8,39.4,50.8,65.4,106.7
397,377342.3646,388780.3183,34.8,39.4,50.8,65.4,106.7
403,362199.6849,390476.9847,34.8,39.4,50.8,65.4,106.7
394,330021.8926,388050.2859,34.8,39.4,50.8,65.4,106.7
306,436245.7108,386577.5559,34.8,39.4,50.8,65.4,106.7
401,351400.1946,386230.8015,34.8,39.4,50.8,65.4,106.7
404,380022.161,385159.4157,34.8,39.4,50.8,65.4,106.7
394,334082.8669,382827.7365,34.8,39.4,50.8,65.4,106.7
394,326843.9965,382656.2937,34.8,39.4,50.8,65.4,106.7
401,352870.6692,381725.4892,34.8,39.4,50.8,65.4,106.7
323,470330.5433,380982.0384,34.8,39.4,50.8,65.4,106.7
404,384551.981,381080.0205,34.8,39.4,50.8,65.4,106.7
323,458739.2397,379718.8906,34.8,39.4,50.8,65.4,106.7
394,340087.5676,376006.9022,34.8,39.4,50.8,65.4,106.7
404,391172.7503,373759.0382,34.8,39.4,50.8,65.4,106.7
307,437668.699,371895.7548,34.8,39.4,50.8,65.4,106.7
140,496659.0755,370611.4597,34.8,39.4,50.8,65.4,106.7
392,365114.0216,366184.8964,34.8,39.4,50.8,65.4,106.7
391,385809.0531,363155.7928,34.8,39.4,50.8,65.4,106.7
345,555962.6256,363874.7899,34.8,39.4,50.8,65.4,106.7
323,454119.3905,360645.2262,34.8,39.4,50.8,65.4,106.7
323,449314.3025,358843.6749,34.8,39.4,50.8,65.4,106.7
392,369999.0521,355523.0517,34.8,39.4,50.8,65.4,106.7
324,480304.4602,353660.2012,34.8,39.4,50.8,65.4,106.7
315,440452.4261,349967.1052,34.8,39.4,50.8,65.4,106.7
303,453124.5003,348756.6032,34.8,39.4,50.8,65.4,106.7
354,384244.8728,346877.5894,34.8,39.4,50.8,65.4,106.7
312,443805.6915,346634.8747,34.8,39.4,50.8,65.4,106.7
303,458999.0597,345117.1151,34.8,39.4,50.8,65.4,106.7
341,532735.3822,343623.7844,34.8,39.4,50.8,65.4,106.7
354,389176.8714,346278.6177,34.8,39.4,50.8,65.4,106.7
300,461717.238,342110.958,34.8,39.4,50.8,65.4,106.7
303,455303.2594,341567.2719,34.8,39.4,50.8,65.4,106.7
312,446451.8444,341707.0249,34.8,39.4,50.8,65.4,106.7
300,458528.6309,336707.1503,34.8,39.4,50.8,65.4,106.7
302,451618.361,336414.3635,34.8,39.4,50.8,65.4,106.7
141,491520.7498,335927.7804,34.8,39.4,50.8,65.4,106.7
315,435682.5314,335048.9087,34.8,39.4,50.8,65.4,106.7
312,448131.0546,333104.5422,34.8,39.4,50.8,65.4,106.7
310,424231.8785,322969.1593,34.8,39.4,50.8,65.4,106.7
353,392666.0367,323104.4167,34.8,39.4,50.8,65.4,106.7
151,524667.7033,322687.7691,34.8,39.4,50.8,65.4,106.7
126,563305.0884,320772.1793,34.8,39.4,50.8,65.4,106.7
310,429417.0054,319792.1622,34.8,39.4,50.8,65.4,106.7
308,475172.2345,319229.8896,34.8,39.4,50.8,65.4,106.7
313,452588.6261,319240.9127,34.8,39.4,50.8,65.4,106.7
348,404491.5808,317694.2272,34.8,39.4,50.8,65.4,106.7
539,349458.2794,312922.3176,34.8,39.4,50.8,65.4,106.7
353,399023.9254,311043.5713,34.8,39.4,50.8,65.4,106.7
534,368585.7536,310229.7546,34.8,39.4,50.8,65.4,106.7
165,622492.2575,309878.9857,34.8,39.4,50.8,65.4,106.7
150,546401.2609,309716.0626,34.8,39.4,50.8,65.4,106.7
346,411915.4166,309523.0234,34.8,39.4,50.8,65.4,106.7
352,405187.2923,309154.8695,34.8,39.4,50.8,65.4,106.7
156,652518.8623,307298.1286,34.8,39.4,50.8,65.4,106.7
309,458854.5166,304325.7255,34.8,39.4,50.8,65.4,106.7
358,421941.0797,303111.9913,34.8,39.4,50.8,65.4,106.7
335,400163.2122,301732.6614,34.8,39.4,50.8,65.4,106.7
335,397311.5246,299719.7239,34.8,39.4,50.8,65.4,106.7
309,460141.5219,298839.3619,34.8,39.4,50.8,65.4,106.7
353,391451.8439,299382.754,34.8,39.4,50.8,65.4,106.7
150,518020.5906,298851.5916,34.8,39.4,50.8,65.4,106.7
335,401569.0498,297867.8945,34.8,39.4,50.8,65.4,106.7
335,412014.5205,296351.0181,34.8,39.4,50.8,65.4,106.7
335,395169.5883,296225.0315,34.8,39.4,50.8,65.4,106.7
358,442432.5213,293637.8434,34.8,39.4,50.8,65.4,106.7
335,396383.5935,292928.0365,34.8,39.4,50.8,65.4,106.7
161,653082.3422,292753.9329,34.8,39.4,50.8,65.4,106.7
335,400872.6387,292858.7152,34.8,39.4,50.8,65.4,106.7
510,390841.4473,291895.3947,34.8,39.4,50.8,65.4,106.7
358,435868.3213,291803.2583,34.8,39.4,50.8,65.4,106.7
510,393974.5427,289402.0868,34.8,39.4,50.8,65.4,106.7
150,489106.1082,289114.3622,34.8,39.4,50.8,65.4,106.7
335,399498.4786,287800.9577,34.8,39.4,50.8,65.4,106.7
510,389326.8324,288463.0939,34.8,39.4,50.8,65.4,106.7
335,397017.7813,288998.9532,34.8,39.4,50.8,65.4,106.7
335,401978.4279,288094.9797,34.8,39.4,50.8,65.4,106.7
152,473314.3463,287250.084,34.8,39.4,50.8,65.4,106.7
335,408348.7408,285629.3511,34.8,39.4,50.8,65.4,106.7
510,391835.903,286490.6752,34.8,39.4,50.8,65.4,106.7
1,435302.9397,286559.2008,34.8,39.4,50.8,65.4,106.7
510,396517.9736,284279.2596,34.8,39.4,50.8,65.4,106.7
510,390504.5229,283817.5131,34.8,39.4,50.8,65.4,106.7
139,586914.7522,283370.308,34.8,39.4,50.8,65.4,106.7
1,433448.9482,279237.6432,34.8,39.4,50.8,65.4,106.7
336,413824.0595,279933.6911,34.8,39.4,50.8,65.4,106.7
130,487550.6697,278226.4376,34.8,39.4,50.8,65.4,106.7
510,382986.2326,276123.3671,34.8,39.4,50.8,65.4,106.7
555,451452.9597,275120.4902,34.8,39.4,50.8,65.4,106.7
355,417188.9128,276331.1379,34.8,39.4,50.8,65.4,106.7
138,570021.2112,276047.6733,34.8,39.4,50.8,65.4,106.7
133,523821.2474,272759.8799,34.8,39.4,50.8,65.4,106.7
1,429411.6219,272012.7216,34.8,39.4,50.8,65.4,106.7
515,395998.8204,270219.1706,34.8,39.4,50.8,65.4,106.7
129,488616.3328,268263.9233,34.8,39.4,50.8,65.4,106.7
150,495549.9433,266631.3233,34.8,39.4,50.8,65.4,106.7
512,404965.8801,266761.6072,34.8,39.4,50.8,65.4,106.7
550,432077.204,266049.1268,34.8,39.4,50.8,65.4,106.7
553,429208.1886,264590.1027,34.8,39.4,50.8,65.4,106.7
138,585548.685,264376.7136,34.8,39.4,50.8,65.4,106.7
131,456859.4217,263168.9892,34.8,39.4,50.8,65.4,106.7
515,389444.7192,262435.4946,34.8,39.4,50.8,65.4,106.7
129,476299.7489,261279.0552,34.8,39.4,50.8,65.4,106.7
172,518275.4496,259731.6834,34.8,39.4,50.8,65.4,106.7
205,604891.243,258513.801,34.8,39.4,50.8,65.4,106.7
135,546169.6136,258347.2763,34.8,39.4,50.8,65.4,106.7
514,385633.415,255396.3373,34.8,39.4,50.8,65.4,106.7
553,419604.2878,255090.1445,34.8,39.4,50.8,65.4,106.7
180,506151.0949,248610.3454,34.8,39.4,50.8,65.4,106.7
506,378205.5537,246382.2387,34.8,39.4,50.8,65.4,106.7
199,566994.0841,245619.4948,34.8,39.4,50.8,65.4,106.7
205,616851.6986,244191.3698,34.8,39.4,50.8,65.4,106.7
505,403969.5097,243216.6199,34.8,39.4,50.8,65.4,106.7
199,588065.3203,241430.3444,34.8,39.4,50.8,65.4,106.7
119,445276.4651,240790.489,34.8,39.4,50.8,65.4,106.7
19,351070.2812,239960.4598,34.8,39.4,50.8,65.4,106.7
182,485426.6058,238545.4103,34.8,39.4,50.8,65.4,106.7
205,629087.5892,234574.7754,34.8,39.4,50.8,65.4,106.7
183,486673.3549,233726.675,34.8,39.4,50.8,65.4,106.7
181,522099.6533,232600.0565,34.8,39.4,50.8,65.4,106.7
181,518930.086,229617.1465,34.8,39.4,50.8,65.4,106.7
202,599426.8297,225371.3439,34.8,39.4,50.8,65.4,106.7
183,492416.7628,225274.9232,34.8,39.4,50.8,65.4,106.7
229,524793.0213,224519.9836,34.8,39.4,50.8,65.4,106.7
212,576112.2485,223341.7382,34.8,39.4,50.8,65.4,106.7
231,507981.9948,223020.5897,34.8,39.4,50.8,65.4,106.7
112,458309.6105,222839.2116,34.8,39.4,50.8,65.4,106.7
197,554162.9223,223153.269,34.8,39.4,50.8,65.4,106.7
509,394221.1476,221995.8965,34.8,39.4,50.8,65.4,106.7
197,548783.3276,221005.9782,34.8,39.4,50.8,65.4,106.7
527,384292.3528,217174.7727,34.8,39.4,50.8,65.4,106.7
201,617614.1383,216167.973,34.8,39.4,50.8,65.4,106.7
212,581831.9759,214804.4723,34.8,39.4,50.8,65.4,106.7
215,513722.171,214278.5932,34.8,39.4,50.8,65.4,106.7
221,481805.0926,213706.0992,34.8,39.4,50.8,65.4,106.7
230,524569.2158,212945.8672,34.8,39.4,50.8,65.4,106.7
198,532488.9539,212862.3722,34.8,39.4,50.8,65.4,106.7
124,435032.508,209915.001,34.8,39.4,50.8,65.4,106.7
197,545580.4255,209786.0714,34.8,39.4,50.8,65.4,106.7
215,522042.842,208510.6859,34.8,39.4,50.8,65.4,106.7
184,537234.6665,208144.9576,34.8,39.4,50.8,65.4,106.7
216,515961.813,207495.5444,34.8,39.4,50.8,65.4,106.7
211,571403.3725,207216.2219,34.8,39.4,50.8,65.4,106.7
212,585322.7802,206844.5202,34.8,39.4,50.8,65.4,106.7
190,506203.6747,207186.3913,34.8,39.4,50.8,65.4,106.7
111,452841.2675,205983.6931,34.8,39.4,50.8,65.4,106.7
123,428624.8891,206712.2648,34.8,39.4,50.8,65.4,106.7
526,384299.6663,205063.2129,34.8,39.4,50.8,65.4,106.7
184,534863.2241,202957.4603,34.8,39.4,50.8,65.4,106.7
222,449681.2808,197710.3787,34.8,39.4,50.8,65.4,106.7
215,519597.0891,196905.5375,34.8,39.4,50.8,65.4,106.7
191,543146.3,196419.272,34.8,39.4,50.8,65.4,106.7
218,513399.1591,196252.4103,34.8,39.4,50.8,65.4,106.7
184,528794.3381,198494.7494,34.8,39.4,50.8,65.4,106.7
218,510739.9428,197397.567,34.8,39.4,50.8,65.4,106.7
207,567811.7049,194985.5331,34.8,39.4,50.8,65.4,106.7
217,506379.8671,194992.7251,34.8,39.4,50.8,65.4,106.7
211,560214.0809,194282.4175,34.8,39.4,50.8,65.4,106.7
235,486410.3286,192866.1846,34.8,39.4,50.8,65.4,106.7
192,524307.8325,191781.3489,34.8,39.4,50.8,65.4,106.7
207,580590.7011,191112.7604,34.8,39.4,50.8,65.4,106.7
222,452133.3124,190422.253,34.8,39.4,50.8,65.4,106.7
192,515044.3601,189636.5367,34.8,39.4,50.8,65.4,106.7
191,541081.5398,190459.1191,34.8,39.4,50.8,65.4,106.7
184,531206.5424,189615.8397,34.8,39.4,50.8,65.4,106.7
188,553054.5676,187819.6757,34.8,39.4,50.8,65.4,106.7
184,537858.1909,190108.4172,34.8,39.4,50.8,65.4,106.7
207,570638.244,188947.0164,34.8,39.4,50.8,65.4,106.7
207,578798.2993,187981.9028,34.8,39.4,50.8,65.4,106.7
207,587562.5296,186847.4472,34.8,39.4,50.8,65.4,106.7
99,417463.8729,187357.0542,34.8,39.4,50.8,65.4,106.7
192,520250.819,185801.095,34.8,39.4,50.8,65.4,106.7
98,414599.0454,185516.7675,34.8,39.4,50.8,65.4,106.7
184,534182.8587,185416.8091,34.8,39.4,50.8,65.4,106.7
186,526795.5645,186682.6612,34.8,39.4,50.8,65.4,106.7
188,547760.3854,184857.245,34.8,39.4,50.8,65.4,106.7
184,531128.8027,184983.5133,34.8,39.4,50.8,65.4,106.7
207,578992.6405,183299.6746,34.8,39.4,50.8,65.4,106.7
185,541339.6102,182915.3194,34.8,39.4,50.8,65.4,106.7
228,508133.8339,182815.9409,34.8,39.4,50.8,65.4,106.7
207,570566.0941,182727.6073,34.8,39.4,50.8,65.4,106.7
518,370883.2966,182840.2457,34.8,39.4,50.8,65.4,106.7
192,516117.463,181630.5902,34.8,39.4,50.8,65.4,106.7
186,536356.8241,181533.5084,34.8,39.4,50.8,65.4,106.7
186,527731.6954,181006.9932,34.8,39.4,50.8,65.4,106.7
239,496852.8327,180665.8564,34.8,39.4,50.8,65.4,106.7
239,488180.8365,180872.6479,34.8,39.4,50.8,65.4,106.7
195,523690.9915,178690.2827,34.8,39.4,50.8,65.4,106.7
195,525568.4364,179564.58,34.8,39.4,50.8,65.4,106.7
207,562035.1433,178871.5823,34.8,39.4,50.8,65.4,106.7
208,558732.8884,178439.2873,34.8,39.4,50.8,65.4,106.7
186,533767.9544,176885.964,34.8,39.4,50.8,65.4,106.7
523,351623.331,178571.4897,34.8,39.4,50.8,65.4,106.7
185,542679.2113,176877.4598,34.8,39.4,50.8,65.4,106.7
189,548567.4649,175573.3432,34.8,39.4,50.8,65.4,106.7
239,495077.9352,176194.5962,34.8,39.4,50.8,65.4,106.7
226,471580.9,175806.2578,34.8,39.4,50.8,65.4,106.7
193,513814.225,175764.0923,34.8,39.4,50.8,65.4,106.7
524,365244.776,174731.4959,34.8,39.4,50.8,65.4,106.7
189,554676.565,174191.603,34.8,39.4,50.8,65.4,106.7
196,526234.77,174096.6005,34.8,39.4,50.8,65.4,106.7
187,537585.3488,174053.4697,34.8,39.4,50.8,65.4,106.7
530,391507.2227,173486.3189,34.8,39.4,50.8,65.4,106.7
523,358884.4323,173304.7795,34.8,39.4,50.8,65.4,106.7
94,565636.4424,172642.636,34.8,39.4,50.8,65.4,106.7
186,530831.8949,174396.4069,34.8,39.4,50.8,65.4,106.7
193,516570.6232,173221.2211,34.8,39.4,50.8,65.4,106.7
225,470708.4273,172298.2092,34.8,39.4,50.8,65.4,106.7
239,500706.6959,170860.9137,34.8,39.4,50.8,65.4,106.7
239,503960.5411,170161.1028,34.8,39.4,50.8,65.4,106.7
195,524677.4446,168124.3081,34.8,39.4,50.8,65.4,106.7
108,633975.9805,169831.91,34.8,39.4,50.8,65.4,106.7
95,574231.8691,166665.337,34.8,39.4,50.8,65.4,106.7
239,486794.9396,168542.0614,34.8,39.4,50.8,65.4,106.7
108,638605.8495,168236.0221,34.8,39.4,50.8,65.4,106.7
239,493243.7046,167990.8202,34.8,39.4,50.8,65.4,106.7
193,519496.1611,167678.3816,34.8,39.4,50.8,65.4,106.7
114,447174.2932,166867.2517,34.8,39.4,50.8,65.4,106.7
223,480429.498,167751.5658,34.8,39.4,50.8,65.4,106.7
189,542135.5719,160686.1317,34.8,39.4,50.8,65.4,106.7
193,515298.1617,166494.7092,34.8,39.4,50.8,65.4,106.7
95,579236.2024,165266.8252,34.8,39.4,50.8,65.4,106.7
108,611700.9837,165954.4768,34.8,39.4,50.8,65.4,106.7
95,576273.5551,164888.4888,34.8,39.4,50.8,65.4,106.7
108,637344.7781,165700.497,34.8,39.4,50.8,65.4,106.7
524,374418.3636,164556.4684,34.8,39.4,50.8,65.4,106.7
108,591255.577,166608.2478,34.8,39.4,50.8,65.4,106.7
196,526711.8722,164371.537,34.8,39.4,50.8,65.4,106.7
196,533133.0216,164182.6102,34.8,39.4,50.8,65.4,106.7
193,521621.1924,162950.7294,34.8,39.4,50.8,65.4,106.7
236,507544.4679,162289.6657,34.8,39.4,50.8,65.4,106.7
237,503762.8593,161555.6726,34.8,39.4,50.8,65.4,106.7
486,334103.738,161380.5855,34.8,39.4,50.8,65.4,106.7
193,520621.841,160843.8558,34.8,39.4,50.8,65.4,106.7
227,511545.6096,161810.8663,34.8,39.4,50.8,65.4,106.7
223,489003.8461,160913.4615,34.8,39.4,50.8,65.4,106.7
193,523353.2828,157829.4823,34.8,39.4,50.8,65.4,106.7
529,385821.8175,158059.5821,34.8,39.4,50.8,65.4,106.7
95,570827.1828,158480.0383,34.8,39.4,50.8,65.4,106.7
109,615017.8086,158060.0858,34.8,39.4,50.8,65.4,106.7
237,499331.2582,158153.0305,34.8,39.4,50.8,65.4,106.7
189,552643.9883,155318.6802,34.8,39.4,50.8,65.4,106.7
95,576225.3752,155076.7295,34.8,39.4,50.8,65.4,106.7
227,513741.2837,155034.2823,34.8,39.4,50.8,65.4,106.7
223,486142.4819,155342.5463,34.8,39.4,50.8,65.4,106.7
223,481050.0634,153426.6328,34.8,39.4,50.8,65.4,106.7
223,462902.606,152136.7917,34.8,39.4,50.8,65.4,106.7
223,486914.791,150575.3619,34.8,39.4,50.8,65.4,106.7
236,501044.9503,152137.9415,34.8,39.4,50.8,65.4,106.7
227,525620.4715,150178.8255,34.8,39.4,50.8,65.4,106.7
227,527815.8153,149970.4779,34.8,39.4,50.8,65.4,106.7
520,377937.6672,148121.995,34.8,39.4,50.8,65.4,106.7
97,559492.311,146898.1391,34.8,39.4,50.8,65.4,106.7
214,485478.0917,147097.9142,34.8,39.4,50.8,65.4,106.7
54,436385.2088,146101.4518,34.8,39.4,50.8,65.4,106.7
227,528200.8289,143492.8157,34.8,39.4,50.8,65.4,106.7
109,601195.9385,142259.1799,34.8,39.4,50.8,65.4,106.7
102,630808.6234,142204.6507,34.8,39.4,50.8,65.4,106.7
227,527227.4983,140975.4427,34.8,39.4,50.8,65.4,106.7
97,558864.2005,139833.2461,34.8,39.4,50.8,65.4,106.7
107,539148.4468,138401.9752,34.8,39.4,50.8,65.4,106.7
227,527116.194,136681.3791,34.8,39.4,50.8,65.4,106.7
478,330273.4562,136952.853,34.8,39.4,50.8,65.4,106.7
102,621050.1661,136643.4448,34.8,39.4,50.8,65.4,106.7
498,255686.2887,132819.6283,34.8,39.4,50.8,65.4,106.7
213,489667.8625,132908.1748,34.8,39.4,50.8,65.4,106.7
32,517900.5755,131419.7083,34.8,39.4,50.8,65.4,106.7
49,414063.5752,130621.8327,34.8,39.4,50.8,65.4,106.7
107,551800.9745,130415.7833,34.8,39.4,50.8,65.4,106.7
56,447510.2699,129522.9107,34.8,39.4,50.8,65.4,106.7
487,322766.1892,124774.437,34.8,39.4,50.8,65.4,106.7
105,533673.4867,124153.8626,34.8,39.4,50.8,65.4,106.7
56,443289.1387,121018.6613,34.8,39.4,50.8,65.4,106.7
56,446372.8739,119128.4494,34.8,39.4,50.8,65.4,106.7
125,531349.4369,119167.0985,34.8,39.4,50.8,65.4,106.7
488,354818.433,116470.1481,34.8,39.4,50.8,65.4,106.7
56,442433.1576,113523.9767,34.8,39.4,50.8,65.4,106.7
57,435003.7688,113544.1225,34.8,39.4,50.8,65.4,106.7
35,469511.0712,112810.8224,34.8,39.4,50.8,65.4,106.7
104,580604.5016,111019.3294,34.8,39.4,50.8,65.4,106.7
35,468094.5108,108866.3151,34.8,39.4,50.8,65.4,106.7
104,573318.5148,108137.2178,34.8,39.4,50.8,65.4,106.7
35,471390.1628,107180.4976,34.8,39.4,50.8,65.4,106.7
35,451402.693,107149.7966,34.8,39.4,50.8,65.4,106.7
125,530517.1149,106265.3196,34.8,39.4,50.8,65.4,106.7
35,456925.3038,106227.9437,34.8,39.4,50.8,65.4,106.7
35,486279.8215,105261.1837,34.8,39.4,50.8,65.4,106.7
125,518506.1109,105063.4209,34.8,39.4,50.8,65.4,106.7
125,513065.2194,104092.6197,34.8,39.4,50.8,65.4,106.7
64,443047.7941,104322.9166,34.8,39.4,50.8,65.4,106.7
36,506924.4339,102805.1839,34.8,39.4,50.8,65.4,106.7
35,465074.0246,102774.1384,34.8,39.4,50.8,65.4,106.7
35,455804.7227,102085.8901,34.8,39.4,50.8,65.4,106.7
104,560949.1543,100942.6067,34.8,39.4,50.8,65.4,106.7
35,459694.923,100979.5277,34.8,39.4,50.8,65.4,106.7
33,493245.8846,99763.27999,34.8,39.4,50.8,65.4,106.7
60,417675.4542,93694.59394,34.8,39.4,50.8,65.4,106.7
42,409771.0422,93545.18244,34.8,39.4,50.8,65.4,106.7
81,293460.9542,92359.13014,34.8,39.4,50.8,65.4,106.7
46,403234.6321,92772.20135,34.8,39.4,50.8,65.4,106.7
64,449614.2743,89340.80917,34.8,39.4,50.8,65.4,106.7
