Area,fid,X,Y,6year,10year,30year,100year,1000year
256,266,450302.5575,531744.634,30.6,35.1,45.7,59.3,98.5
81,267,446684.4999,523520.7958,30.6,35.1,45.7,59.3,98.5
81,267,450427.2238,519863.4338,30.6,35.1,45.7,59.3,98.5
81,267,451028.8719,518625.614,30.6,35.1,45.7,59.3,98.5
143,268,439261.1596,522652.044,30.6,35.1,45.7,59.3,98.5
143,268,443436.3766,519843.5247,30.6,35.1,45.7,59.3,98.5
124,269,412837.9806,448917.0519,30.6,35.1,45.7,59.3,98.5
52,270,436851.6398,478000.294,30.6,35.1,45.7,59.3,98.5
222,271,445532.5316,486702.8385,30.6,35.1,45.7,59.3,98.5
110,272,465109.5162,475966.7611,30.6,35.1,45.7,59.3,98.5
49,273,442418.628,472095.3994,30.6,35.1,45.7,59.3,98.5
167,274,434538.3738,465557.4754,30.6,35.1,45.7,59.3,98.5
161,275,479307.757,484180.4932,30.6,35.1,45.7,59.3,98.5
488,276,493275.8635,484380.3634,30.6,35.1,45.7,59.3,98.5
738,277,404208.1372,485350.6143,30.6,35.1,45.7,59.3,98.5
223,278,437594.3973,496629.9509,30.6,35.1,45.7,59.3,98.5
49,279,433079.525,486480.2586,30.6,35.1,45.7,59.3,98.5
128,280,405709.7899,460069.9142,30.6,35.1,45.7,59.3,98.5
119,281,473813.3573,492230.2063,30.6,35.1,45.7,59.3,98.5
153,282,466944.0523,492367.1113,30.6,35.1,45.7,59.3,98.5
298,283,458146.2038,489708.446,30.6,35.1,45.7,59.3,98.5
120,284,422821.4155,471673.7942,30.6,35.1,45.7,59.3,98.5
105,285,461244.8046,446388.1226,30.6,35.1,45.7,59.3,98.5
140,286,443073.7042,440925.8903,30.6,35.1,45.7,59.3,98.5
174,287,462936.1507,462757.0608,30.6,35.1,45.7,59.3,98.5
174,287,460856.6453,452357.1255,30.6,35.1,45.7,59.3,98.5
113,288,455292.9468,453893.4983,30.6,35.1,45.7,59.3,98.5
99,289,470715.3757,435702.426,30.6,35.1,45.7,59.3,98.5
371,290,474976.9664,462731.7073,30.6,35.1,45.7,59.3,98.5
204,291,480195.9084,449670.6453,30.6,35.1,45.7,59.3,98.5
118,292,451540.1761,440588.5618,30.6,35.1,45.7,59.3,98.5
514,293,424804.163,461165.8275,30.6,35.1,45.7,59.3,98.5
514,293,430464.8629,455236.6424,30.6,35.1,45.7,59.3,98.5
78,294,446248.2137,461571.584,30.6,35.1,45.7,59.3,98.5
202,295,452764.9165,469785.48,30.6,35.1,45.7,59.3,98.5
133,296,418827.941,452603.5003,30.6,35.1,45.7,59.3,98.5
886,297,409343.8957,442793.5404,30.6,35.1,45.7,59.3,98.5
886,297,406152.0289,441168.1549,30.6,35.1,45.7,59.3,98.5
886,297,429932.57,434968.7169,30.6,35.1,45.7,59.3,98.5
886,297,421778.4038,433831.6115,30.6,35.1,45.7,59.3,98.5
886,297,415811.5762,433432.2556,30.6,35.1,45.7,59.3,98.5
886,297,426471.2839,427839.5894,30.6,35.1,45.7,59.3,98.5
963,298,408096.8268,425547.4416,30.6,35.1,45.7,59.3,98.5
963,298,423607.2252,425102.0798,30.6,35.1,45.7,59.3,98.5
963,298,414027.7368,423435.6817,30.6,35.1,45.7,59.3,98.5
963,298,439130.9756,423131.3147,30.6,35.1,45.7,59.3,98.5
963,298,424405.5155,421102.1216,30.6,35.1,45.7,59.3,98.5
963,298,432802.5932,421052.3444,30.6,35.1,45.7,59.3,98.5
963,298,413565.4348,420282.8529,30.6,35.1,45.7,59.3,98.5
963,298,414002.2472,417216.8055,30.6,35.1,45.7,59.3,98.5
133,299,434423.557,445509.9388,30.6,35.1,45.7,59.3,98.5
82,304,444770.24,395977.8067,30.6,35.1,45.7,59.3,98.5
82,304,442755.0467,392761.6903,30.6,35.1,45.7,59.3,98.5
320,305,435412.4817,407010.7446,30.6,35.1,45.7,59.3,98.5
320,305,435185.8454,406181.1465,30.6,35.1,45.7,59.3,98.5
320,305,443468.3155,401049.6801,30.6,35.1,45.7,59.3,98.5
423,306,428239.7772,393065.8349,30.6,35.1,45.7,59.3,98.5
423,306,436245.7108,386577.5559,30.6,35.1,45.7,59.3,98.5
401,307,440824.4713,375515.0484,30.6,35.1,45.7,59.3,98.5
401,307,437668.699,371895.7548,30.6,35.1,45.7,59.3,98.5
1,311,407285.3619,366908.8343,30.6,35.1,45.7,59.3,98.5
62,316,485124.2001,415917.2111,30.6,35.1,45.7,59.3,98.5
30,317,480151.5831,411190.5875,30.6,35.1,45.7,59.3,98.5
101,318,489742.3614,409878.0681,30.6,35.1,45.7,59.3,98.5
101,318,487828.359,408204.3046,30.6,35.1,45.7,59.3,98.5
166,319,421936.5583,490004.4605,30.6,35.1,45.7,59.3,98.5
611,320,406738.8792,500965.0471,30.6,35.1,45.7,59.3,98.5
80,321,399713.6379,465810.694,30.6,35.1,45.7,59.3,98.5
200,322,390944.4573,475317.2411,30.6,35.1,45.7,59.3,98.5
903,323,448123.3142,392462.4204,30.6,35.1,45.7,59.3,98.5
903,323,470330.5433,380982.0384,30.6,35.1,45.7,59.3,98.5
903,323,458739.2397,379718.8906,30.6,35.1,45.7,59.3,98.5
903,323,461132.766,377662.6712,30.6,35.1,45.7,59.3,98.5
515,324,482068.627,389992.273,30.6,35.1,45.7,59.3,98.5
515,324,479203.9602,371802.8386,30.6,35.1,45.7,59.3,98.5
51,325,453903.0838,401400.686,30.6,35.1,45.7,59.3,98.5
101,326,450302.7877,409022.2643,30.6,35.1,45.7,59.3,98.5
168,327,464774.4753,411754.3497,30.6,35.1,45.7,59.3,98.5
289,328,458958.1866,402196.0109,30.6,35.1,45.7,59.3,98.5
289,328,465398.0436,400735.1963,30.6,35.1,45.7,59.3,98.5
123,329,490106.0245,397759.8835,30.6,35.1,45.7,59.3,98.5
97,330,482389.4698,397504.2782,30.6,35.1,45.7,59.3,98.5
469,331,516198.532,417952.408,30.6,35.1,45.7,59.3,98.5
469,331,519513.8896,415172.0543,30.6,35.1,45.7,59.3,98.5
469,331,515063.6392,412264.1406,30.6,35.1,45.7,59.3,98.5
469,331,526099.4856,409010.9688,30.6,35.1,45.7,59.3,98.5
306,332,527716.6194,395254.1511,30.6,35.1,45.7,59.3,98.5
131,333,540113.7918,391945.0648,30.6,35.1,45.7,59.3,98.5
201,334,539256.8182,381869.9159,30.6,35.1,45.7,59.3,98.5
69,337,490904.4166,420219.5366,30.6,35.1,45.7,59.3,98.5
553,338,502954.6814,400053.5485,30.6,35.1,45.7,59.3,98.5
1,342,526395.5413,376607.5244,30.6,35.1,45.7,59.3,98.5
98,343,550650.228,379962.2545,30.6,35.1,45.7,59.3,98.5
144,344,548890.8612,371351.2719,30.6,35.1,45.7,59.3,98.5
1,345,538797.5544,369128.0027,30.6,35.1,45.7,59.3,98.5
1,345,556348.8522,366465.5698,30.6,35.1,45.7,59.3,98.5
281,356,414718.061,370726.3169,30.6,35.1,45.7,59.3,98.5
354,357,419179.756,383187.0663,30.6,35.1,45.7,59.3,98.5
1,391,384391.0719,367918.2392,30.6,35.1,45.7,59.3,98.5
650,392,365114.0216,366184.8964,30.6,35.1,45.7,59.3,98.5
477,394,329047.2699,391447.9408,30.6,35.1,45.7,59.3,98.5
477,394,330021.8926,388050.2859,30.6,35.1,45.7,59.3,98.5
477,394,334082.8669,382827.7365,30.6,35.1,45.7,59.3,98.5
477,394,326843.9965,382656.2937,30.6,35.1,45.7,59.3,98.5
477,394,340087.5676,376006.9022,30.6,35.1,45.7,59.3,98.5
477,394,340109.4538,375299.6843,30.6,35.1,45.7,59.3,98.5
145,395,358092.8673,375742.7415,30.6,35.1,45.7,59.3,98.5
209,396,375478.2655,375189.7859,30.6,35.1,45.7,59.3,98.5
208,397,365519.3083,400317.852,30.6,35.1,45.7,59.3,98.5
208,397,367791.8059,399031.5322,30.6,35.1,45.7,59.3,98.5
208,397,361750.2895,397791.6193,30.6,35.1,45.7,59.3,98.5
208,397,377342.3646,388780.3183,30.6,35.1,45.7,59.3,98.5
699,398,393950.1524,399761.0333,30.6,35.1,45.7,59.3,98.5
699,398,395273.937,394995.987,30.6,35.1,45.7,59.3,98.5
699,398,392169.9936,394983.1748,30.6,35.1,45.7,59.3,98.5
699,398,397283.8083,392028.5206,30.6,35.1,45.7,59.3,98.5
699,398,378360.7713,391527.0115,30.6,35.1,45.7,59.3,98.5
699,398,389339.4933,389972.3432,30.6,35.1,45.7,59.3,98.5
699,398,382951.7094,387336.9188,30.6,35.1,45.7,59.3,98.5
411,399,371510.2051,410014.4258,30.6,35.1,45.7,59.3,98.5
411,399,387126.4027,406091.9308,30.6,35.1,45.7,59.3,98.5
411,399,379630.3829,405885.2672,30.6,35.1,45.7,59.3,98.5
411,399,389886.2568,404651.6315,30.6,35.1,45.7,59.3,98.5
411,399,393034.7649,404577.2469,30.6,35.1,45.7,59.3,98.5
411,399,381246.2889,399408.5495,30.6,35.1,45.7,59.3,98.5
411,399,376367.2691,398599.1704,30.6,35.1,45.7,59.3,98.5
411,399,385618.2177,397187.3992,30.6,35.1,45.7,59.3,98.5
411,399,379546.551,396509.9562,30.6,35.1,45.7,59.3,98.5
411,399,375754.4706,395066.377,30.6,35.1,45.7,59.3,98.5
192,400,389141.4754,413793.4996,30.6,35.1,45.7,59.3,98.5
192,400,389166.7171,413181.8279,30.6,35.1,45.7,59.3,98.5
192,400,385024.8063,410180.6006,30.6,35.1,45.7,59.3,98.5
192,400,381478.0381,407539.3155,30.6,35.1,45.7,59.3,98.5
185,401,347877.745,391747.766,30.6,35.1,45.7,59.3,98.5
185,401,352229.8321,386573.4685,30.6,35.1,45.7,59.3,98.5
185,401,351400.1946,386230.8015,30.6,35.1,45.7,59.3,98.5
185,401,352870.6692,381725.4892,30.6,35.1,45.7,59.3,98.5
60,402,365723.3766,388312.1601,30.6,35.1,45.7,59.3,98.5
181,403,357411.025,399765.4406,30.6,35.1,45.7,59.3,98.5
181,403,354216.8182,396111.8733,30.6,35.1,45.7,59.3,98.5
181,403,351323.3459,394711.4989,30.6,35.1,45.7,59.3,98.5
181,403,362199.6849,390476.9847,30.6,35.1,45.7,59.3,98.5
290,404,380022.161,385159.4157,30.6,35.1,45.7,59.3,98.5
290,404,384551.981,381080.0205,30.6,35.1,45.7,59.3,98.5
290,404,385134.4147,379350.2895,30.6,35.1,45.7,59.3,98.5
290,404,391172.7503,373759.0382,30.6,35.1,45.7,59.3,98.5
315,417,340417.5208,366541.3446,30.6,35.1,45.7,59.3,98.5
140,421,354978.6835,484334.5415,30.6,35.1,45.7,59.3,98.5
287,422,349683.1696,497016.0799,30.6,35.1,45.7,59.3,98.5
287,422,351868.3241,492460.2478,30.6,35.1,45.7,59.3,98.5
155,423,340434.3191,482597.9102,30.6,35.1,45.7,59.3,98.5
100,424,362714.7736,482861.3697,30.6,35.1,45.7,59.3,98.5
205,425,372086.3805,490972.7272,30.6,35.1,45.7,59.3,98.5
228,426,362239.7001,503130.7284,30.6,35.1,45.7,59.3,98.5
164,427,350408.6864,470956.5317,30.6,35.1,45.7,59.3,98.5
686,428,299694.8701,527743.1089,30.6,35.1,45.7,59.3,98.5
686,428,320365.5148,524098.5265,30.6,35.1,45.7,59.3,98.5
622,429,320578.1748,547216.9237,30.6,35.1,45.7,59.3,98.5
66,430,336104.4416,558289.6379,30.6,35.1,45.7,59.3,98.5
96,431,344649.2156,558026.7169,30.6,35.1,45.7,59.3,98.5
326,432,335316.0919,499074.0584,30.6,35.1,45.7,59.3,98.5
907,433,318861.1263,491319.9939,30.6,35.1,45.7,59.3,98.5
907,433,320255.1619,469779.5049,30.6,35.1,45.7,59.3,98.5
143,434,307069.3425,514236.7307,30.6,35.1,45.7,59.3,98.5
86,435,298880.0796,517795.4803,30.6,35.1,45.7,59.3,98.5
86,435,298068.5129,517200.9336,30.6,35.1,45.7,59.3,98.5
145,436,352809.2158,432491.0374,30.6,35.1,45.7,59.3,98.5
145,436,354233.512,430722.6662,30.6,35.1,45.7,59.3,98.5
145,436,350556.1303,428448.223,30.6,35.1,45.7,59.3,98.5
145,436,356308.4011,425669.5147,30.6,35.1,45.7,59.3,98.5
147,437,368377.558,427861.7082,30.6,35.1,45.7,59.3,98.5
147,437,365689.4228,425411.1865,30.6,35.1,45.7,59.3,98.5
147,437,369312.9458,422429.3668,30.6,35.1,45.7,59.3,98.5
124,438,363611.9567,434720.1365,30.6,35.1,45.7,59.3,98.5
326,439,382772.9953,434563.804,30.6,35.1,45.7,59.3,98.5
326,439,383864.6738,432956.4552,30.6,35.1,45.7,59.3,98.5
326,439,376228.7734,428498.9805,30.6,35.1,45.7,59.3,98.5
165,440,381856.2232,423253.8046,30.6,35.1,45.7,59.3,98.5
165,440,380856.2806,420426.7311,30.6,35.1,45.7,59.3,98.5
510,441,334043.9928,415943.0039,30.6,35.1,45.7,59.3,98.5
510,441,341239.5465,407598.5598,30.6,35.1,45.7,59.3,98.5
510,441,329569.4641,407338.9994,30.6,35.1,45.7,59.3,98.5
510,441,337905.5082,403431.7958,30.6,35.1,45.7,59.3,98.5
510,441,332131.5228,399015.7268,30.6,35.1,45.7,59.3,98.5
510,441,341887.6041,398621.4639,30.6,35.1,45.7,59.3,98.5
510,441,334792.7392,397026.9365,30.6,35.1,45.7,59.3,98.5
510,441,343892.0283,391301.709,30.6,35.1,45.7,59.3,98.5
510,441,339257.546,389885.34,30.6,35.1,45.7,59.3,98.5
45,442,341275.5502,425859.2213,30.6,35.1,45.7,59.3,98.5
407,443,353896.2416,422344.5655,30.6,35.1,45.7,59.3,98.5
407,443,358254.6852,417556.9281,30.6,35.1,45.7,59.3,98.5
407,443,353647.4684,413309.867,30.6,35.1,45.7,59.3,98.5
407,443,348336.9262,406371.2007,30.6,35.1,45.7,59.3,98.5
407,443,357005.8773,405260.9596,30.6,35.1,45.7,59.3,98.5
119,444,351161.7434,463978.4525,30.6,35.1,45.7,59.3,98.5
119,444,344473.4287,463757.6342,30.6,35.1,45.7,59.3,98.5
119,444,347893.2567,461655.3596,30.6,35.1,45.7,59.3,98.5
241,445,369008.0389,465989.2591,30.6,35.1,45.7,59.3,98.5
147,446,369021.2431,476477.6189,30.6,35.1,45.7,59.3,98.5
452,447,380288.9663,457183.9527,30.6,35.1,45.7,59.3,98.5
261,448,366937.2564,450061.0224,30.6,35.1,45.7,59.3,98.5
674,449,332445.7182,446655.8344,30.6,35.1,45.7,59.3,98.5
674,449,345982.7093,444114.4199,30.6,35.1,45.7,59.3,98.5
674,449,332329.2832,435910.3902,30.6,35.1,45.7,59.3,98.5
674,449,334083.9445,428723.0579,30.6,35.1,45.7,59.3,98.5
252,450,412837.4195,613120.6114,30.6,35.1,45.7,59.3,98.5
607,451,401939.6472,603905.0928,30.6,35.1,45.7,59.3,98.5
137,452,425041.1339,594626.3382,30.6,35.1,45.7,59.3,98.5
686,453,395050.2603,626669.6893,30.6,35.1,45.7,59.3,98.5
163,454,379499.7208,612483.5681,30.6,35.1,45.7,59.3,98.5
424,455,412035.1456,633057.1671,30.6,35.1,45.7,59.3,98.5
268,456,431813.4496,570009.0303,30.6,35.1,45.7,59.3,98.5
268,456,427747.8857,569652.6447,30.6,35.1,45.7,59.3,98.5
268,456,430809.4378,567467.1593,30.6,35.1,45.7,59.3,98.5
268,456,423527.6438,566309.2857,30.6,35.1,45.7,59.3,98.5
268,456,436961.6528,565151.4151,30.6,35.1,45.7,59.3,98.5
268,456,433556.4079,564086.5243,30.6,35.1,45.7,59.3,98.5
268,456,426565.095,562936.3052,30.6,35.1,45.7,59.3,98.5
268,456,426272.5233,561121.8001,30.6,35.1,45.7,59.3,98.5
258,457,407228.5793,563140.7453,30.6,35.1,45.7,59.3,98.5
266,458,404350.4502,552004.0567,30.6,35.1,45.7,59.3,98.5
266,458,410470.8076,551102.3671,30.6,35.1,45.7,59.3,98.5
38,459,394154.2536,565487.1305,30.6,35.1,45.7,59.3,98.5
337,460,408099.2425,587540.187,30.6,35.1,45.7,59.3,98.5
337,460,428059.4543,587057.3543,30.6,35.1,45.7,59.3,98.5
337,461,426135.9489,577178.0172,30.6,35.1,45.7,59.3,98.5
337,461,413936.4639,576852.575,30.6,35.1,45.7,59.3,98.5
102,462,430436.5964,581089.3364,30.6,35.1,45.7,59.3,98.5
102,462,429553.7928,574531.7913,30.6,35.1,45.7,59.3,98.5
102,462,434319.9638,572350.2728,30.6,35.1,45.7,59.3,98.5
314,463,356593.2822,542818.5169,30.6,35.1,45.7,59.3,98.5
400,464,346479.7157,519032.1344,30.6,35.1,45.7,59.3,98.5
685,465,370719.9205,516870.6373,30.6,35.1,45.7,59.3,98.5
256,466,339946.564,555832.364,30.6,35.1,45.7,59.3,98.5
256,466,336576.7249,539415.0637,30.6,35.1,45.7,59.3,98.5
170,467,346161.7961,539150.0457,30.6,35.1,45.7,59.3,98.5
356,468,359093.8389,566107.9349,30.6,35.1,45.7,59.3,98.5
329,469,348111.7433,581382.51,30.6,35.1,45.7,59.3,98.5
30,470,397008.0685,652643.4278,30.6,35.1,45.7,59.3,98.5
90,471,391793.0772,646532.6163,30.6,35.1,45.7,59.3,98.5
367,472,384564.326,637395.1483,30.6,35.1,45.7,59.3,98.5
98,473,333517.7665,565607.6509,30.6,35.1,45.7,59.3,98.5
229,474,350217.0057,573723.7687,30.6,35.1,45.7,59.3,98.5
94,475,339308.2456,572952.689,30.6,35.1,45.7,59.3,98.5
